Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
95	a	sp|O15446|RPA34_HUMAN	O15446	RPA34_HUMAN	CD3EAP	510	15.70	Homo sapiens OX=9606	DNA-directed RNA polymerase I subunit RPA34 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0	26C(57.0215), 2C(57.0215), 5C(57.0215)		
96	a	sp|O15498|YKT6_HUMAN	O15498	YKT6_HUMAN	YKT6	198	24.70	Homo sapiens OX=9606	Synaptobrevin homolog YKT6 	1:Experimental evidence at protein level	1.0000	0.9849	5	4	4	4	4	4	4	     0	     0	     0			
97	a	sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	ARPC5	151	27.80	Homo sapiens OX=9606	Actin-related protein 2/3 complex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	4	8	8	8	     0	     0	     0	22C(57.0215)		
98	a	sp|O15533|TPSN_HUMAN	O15533	TPSN_HUMAN	TAPBP	448	5.40	Homo sapiens OX=9606	Tapasin 	1:Experimental evidence at protein level	1.0000	0.9987	2	3	3	3	7	7	7	     0	     0	     0	11C(57.0215), 7C(57.0215)		
99	a	sp|O15541|R113A_HUMAN	O15541	R113A_HUMAN	RNF113A	343	11.40	Homo sapiens OX=9606	E3 ubiquitin-protein ligase RNF113A 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0	1C(57.0215), 4C(57.0215)		
100	a	sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	795	27.30	Homo sapiens OX=9606	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 	1:Experimental evidence at protein level	1.0000	0.9990	19	21	20	21	28	27	28	     0	     0	     0	14C(57.0215), 2C(57.0215), 3M(15.9949), 4C(57.0215), 4M(15.9949)		
101	a	sp|O43148|MCES_HUMAN	O43148	MCES_HUMAN	RNMT	476	5.30	Homo sapiens OX=9606	mRNA cap guanine-N7 methyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	2	2	2	2	2	     0	     0	     0			
102	a	sp|O43156|TTI1_HUMAN	O43156	TTI1_HUMAN	TTI1	1089	3.90	Homo sapiens OX=9606	TELO2-interacting protein 1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0	17C(57.0215)		
103	a	sp|O43159|RRP8_HUMAN	O43159	RRP8_HUMAN	RRP8	456	19.70	Homo sapiens OX=9606	Ribosomal RNA-processing protein 8 	1:Experimental evidence at protein level	1.0000	0.9990	7	5	5	5	8	8	8	     0	     0	     0			
104	a	sp|O43169|CYB5B_HUMAN	O43169	CYB5B_HUMAN	CYB5B	150	18.00	Homo sapiens OX=9606	Cytochrome b5 type B 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	3	3	3	     0	     0	     0	N-term(42.0106)		
105	a	sp|O43172|PRP4_HUMAN	O43172	PRP4_HUMAN	PRPF4	522	17.60	Homo sapiens OX=9606	U4/U6 small nuclear ribonucleoprotein Prp4 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	13	13	13	     0	     0	     0	6C(57.0215)		
106	a	sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	533	36.20	Homo sapiens OX=9606	D-3-phosphoglycerate dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	18	24	24	24	45	45	45	     0	     0	     0	10C(57.0215), 11C(57.0215), 2M(15.9949), 5C(57.0215), 6M(15.9949), 7C(57.0215), 9M(15.9949)		
107	a	sp|O43237|DC1L2_HUMAN	O43237	DC1L2_HUMAN	DYNC1LI2	492	13.80	Homo sapiens OX=9606	Cytoplasmic dynein 1 light intermediate chain 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	9	9	9	     0	     0	     0			
108	a	sp|O43242|PSMD3_HUMAN	O43242	PSMD3_HUMAN	PSMD3	534	34.30	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	16	20	20	20	35	35	35	     0	     0	     0			
109	a	sp|O43252|PAPS1_HUMAN	O43252	PAPS1_HUMAN	PAPSS1	624	11.10	Homo sapiens OX=9606	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 	1:Experimental evidence at protein level	1.0000	0.9973	6	5	4	4	8	6	6	     0	     0	     0			
110	a	sp|O43264|ZW10_HUMAN	O43264	ZW10_HUMAN	ZW10	779	7.30	Homo sapiens OX=9606	Centromere/kinetochore protein zw10 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0	5C(57.0215)		
111	a	sp|O43290|SNUT1_HUMAN	O43290	SNUT1_HUMAN	SART1	800	22.60	Homo sapiens OX=9606	U4/U6.U5 tri-snRNP-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	14	16	16	16	18	18	18	     0	     0	     0			
112	a	sp|O43324|MCA3_HUMAN	O43324	MCA3_HUMAN	EEF1E1	174	27.00	Homo sapiens OX=9606	Eukaryotic translation elongation factor 1 epsilon-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	6	6	6	     0	     0	     0	N-term(42.0106)		
113	a	sp|O43390|HNRPR_HUMAN	O43390	HNRPR_HUMAN	HNRNPR	633	34.40	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein R 	1:Experimental evidence at protein level	1.0000	0.9990	20	26	19	26	54	36	54	     0	     0	     0	2C(57.0215), 2M(15.9949), 3C(57.0215), 3M(15.9949), 5C(57.0215), 6M(15.9949), 8M(15.9949)		
114	a	sp|O43396|TXNL1_HUMAN	O43396	TXNL1_HUMAN	TXNL1	289	36.00	Homo sapiens OX=9606	Thioredoxin-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	9	9	11	11	11	     0	     0	     0	17C(57.0215), 2C(57.0215), 3C(57.0215), 5C(57.0215), 8M(15.9949)		
115	a	sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	206	56.30	Homo sapiens OX=9606	Tumor protein D54 	1:Experimental evidence at protein level	1.0000	0.9990	8	10	10	10	15	15	15	     0	     0	     0	7M(15.9949), N-term(42.0106)		
116	a	sp|O43447|PPIH_HUMAN	O43447	PPIH_HUMAN	PPIH	177	18.10	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase H 	1:Experimental evidence at protein level	1.0000	0.9986	3	4	4	4	5	5	5	     0	     0	     0			
117	a	sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	22.40	Homo sapiens OX=9606	Trans-Golgi network integral membrane protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	13	13	13	     0	     0	     0			
118	a	sp|O43583|DENR_HUMAN	O43583	DENR_HUMAN	DENR	198	27.80	Homo sapiens OX=9606	Density-regulated protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	3	3	5	5	5	     0	     0	     0	12C(57.0215), N-term(42.0106)		
119	a	sp|O43592|XPOT_HUMAN	O43592	XPOT_HUMAN	XPOT	962	8.80	Homo sapiens OX=9606	Exportin-T 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	9	9	9	     0	     0	     0	2C(57.0215), 2M(15.9949), 4C(57.0215), 6C(57.0215)		
120	a	sp|O43598|DNPH1_HUMAN	O43598	DNPH1_HUMAN	DNPH1	174	15.50	Homo sapiens OX=9606	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	3	3	3	     0	     0	     0			
121	a	sp|O43615|TIM44_HUMAN	O43615	TIM44_HUMAN	TIMM44	452	29.40	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit TIM44 	1:Experimental evidence at protein level	1.0000	0.9990	13	14	14	14	17	17	17	     0	     0	     0			
122	a	sp|O43633|CHM2A_HUMAN	O43633	CHM2A_HUMAN	CHMP2A	222	18.90	Homo sapiens OX=9606	Charged multivesicular body protein 2a 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0			
123	a	sp|O43657|TSN6_HUMAN	O43657	TSN6_HUMAN	TSPAN6	245	9.00	Homo sapiens OX=9606	Tetraspanin-6 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	4C(57.0215), 7C(57.0215), 8C(57.0215)		
124	a	sp|O43660|PLRG1_HUMAN	O43660	PLRG1_HUMAN	PLRG1	514	21.60	Homo sapiens OX=9606	Pleiotropic regulator 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	12	12	12	     0	     0	     0	1C(57.0215), 7C(57.0215)		
125	a	sp|O43676|NDUB3_HUMAN	O43676	NDUB3_HUMAN	NDUFB3	98	21.40	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	2	     0	     0	     0			
126	a	sp|O43678|NDUA2_HUMAN	O43678	NDUA2_HUMAN	NDUFA2	99	37.40	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 	1:Experimental evidence at protein level	1.0000	0.9982	3	3	3	3	5	5	5	     0	     0	     0	2C(57.0215)		
127	a	sp|O43684|BUB3_HUMAN	O43684	BUB3_HUMAN	BUB3	328	35.70	Homo sapiens OX=9606	Mitotic checkpoint protein BUB3 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	10	18	18	18	     0	     0	     0	1M(15.9949), 3C(57.0215), 9M(15.9949)		
128	a	sp|O43719|HTSF1_HUMAN	O43719	HTSF1_HUMAN	HTATSF1	755	32.70	Homo sapiens OX=9606	HIV Tat-specific factor 1 	1:Experimental evidence at protein level	1.0000	0.9990	23	22	22	22	28	28	28	     0	     0	     0	3C(57.0215), 6C(57.0215), 8C(57.0215), N-term(42.0106)		
129	a	sp|O43747|AP1G1_HUMAN	O43747	AP1G1_HUMAN	AP1G1	822	4.60	Homo sapiens OX=9606	AP-1 complex subunit gamma-1 	1:Experimental evidence at protein level	1.0000	0.9987	4	5	5	5	5	5	5	     0	     0	     0			
130	a	sp|O43765|SGTA_HUMAN	O43765	SGTA_HUMAN	SGTA	313	25.90	Homo sapiens OX=9606	Small glutamine-rich tetratricopeptide repeat-containing protein alpha 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	11	11	11	     0	     0	     0	11C(57.0215), 13C(57.0215)		
131	a	sp|O43768|ENSA_HUMAN	O43768	ENSA_HUMAN	ENSA	121	42.10	Homo sapiens OX=9606	Alpha-endosulfine 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	3	5	8	4	8	     0	     0	     0	9M(15.9949)		
132	a	sp|O43776|SYNC_HUMAN	O43776	SYNC_HUMAN	NARS1	548	22.60	Homo sapiens OX=9606	Asparagine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	10	12	12	12	21	21	21	     0	     0	     0	13C(57.0215), 2M(15.9949), 4C(57.0215)		
133	a	sp|O43809|CPSF5_HUMAN	O43809	CPSF5_HUMAN	NUDT21	227	22.90	Homo sapiens OX=9606	Cleavage and polyadenylation specificity factor subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	3	3	5	5	5	     0	     0	     0			
134	a	sp|O43813|LANC1_HUMAN	O43813	LANC1_HUMAN	LANCL1	399	12.30	Homo sapiens OX=9606	Glutathione S-transferase LANCL1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0	5C(57.0215)		
135	a	sp|O43815|STRN_HUMAN	O43815	STRN_HUMAN	STRN	780	4.50	Homo sapiens OX=9606	Striatin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	4C(57.0215)		
136	a	sp|O43818|U3IP2_HUMAN	O43818	U3IP2_HUMAN	RRP9	475	16.00	Homo sapiens OX=9606	U3 small nucleolar RNA-interacting protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	7	7	7	     0	     0	     0	2C(57.0215), 3C(57.0215)		
137	a	sp|O43823|AKAP8_HUMAN	O43823	AKAP8_HUMAN	AKAP8	692	7.10	Homo sapiens OX=9606	A-kinase anchor protein 8 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	7	7	7	     0	     0	     0			
138	a	sp|O43837|IDH3B_HUMAN	O43837	IDH3B_HUMAN	IDH3B	385	10.90	Homo sapiens OX=9606	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	8	8	8	     0	     0	     0			
139	a	sp|O43847|NRDC_HUMAN	O43847	NRDC_HUMAN	NRDC	1151	13.00	Homo sapiens OX=9606	Nardilysin 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	13	17	17	17	     0	     0	     0	2C(57.0215), 3C(57.0215), 4C(57.0215), 5C(57.0215), 8C(57.0215)		
140	a	sp|O43852|CALU_HUMAN	O43852	CALU_HUMAN	CALU	315	29.20	Homo sapiens OX=9606	Calumenin 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	9	9	27	27	27	     0	     0	     0			
141	a	sp|O60216|RAD21_HUMAN	O60216	RAD21_HUMAN	RAD21	631	17.00	Homo sapiens OX=9606	Double-strand-break repair protein rad21 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	15	15	15	     0	     0	     0	6C(57.0215)		
142	a	sp|O60231|DHX16_HUMAN	O60231	DHX16_HUMAN	DHX16	1041	4.90	Homo sapiens OX=9606	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	3	3	4	3	3	     0	     0	     0	1C(57.0215)		
143	a	sp|O60232|ZNRD2_HUMAN	O60232	ZNRD2_HUMAN	ZNRD2	199	27.60	Homo sapiens OX=9606	Protein ZNRD2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	7	7	7	     0	     0	     0	3C(57.0215), 6C(57.0215), 9C(57.0215)		
144	a	sp|O60287|NPA1P_HUMAN	O60287	NPA1P_HUMAN	URB1	2271	2.00	Homo sapiens OX=9606	Nucleolar pre-ribosomal-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0	5C(57.0215)		
145	a	sp|O60293|ZC3H1_HUMAN	O60293	ZC3H1_HUMAN	ZFC3H1	1989	1.70	Homo sapiens OX=9606	Zinc finger C3H1 domain-containing protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	2C(57.0215)		
146	a	sp|O60306|AQR_HUMAN	O60306	AQR_HUMAN	AQR	1485	3.40	Homo sapiens OX=9606	RNA helicase aquarius 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0			
147	a	sp|O60313|OPA1_HUMAN	O60313	OPA1_HUMAN	OPA1	960	11.70	Homo sapiens OX=9606	Dynamin-like 120 kDa protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	11	12	12	12	15	15	15	     0	     0	     0	3C(57.0215), 5C(57.0215), 6C(57.0215), 9C(57.0215)		
148	a	sp|O60343|TBCD4_HUMAN	O60343	TBCD4_HUMAN	TBC1D4	1298	3.80	Homo sapiens OX=9606	TBC1 domain family member 4 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	3	3	3	3	3	     0	     0	     0	9C(57.0215)		
149	a	sp|O60437|PEPL_HUMAN	O60437	PEPL_HUMAN	PPL	1756	4.60	Homo sapiens OX=9606	Periplakin 	1:Experimental evidence at protein level	1.0000	0.9985	9	7	7	7	10	10	10	     0	     0	     0	2C(57.0215)		
150	a	sp|O60443|GSDME_HUMAN	O60443	GSDME_HUMAN	GSDME	496	8.90	Homo sapiens OX=9606	Gasdermin-E 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
151	a	sp|O60488|ACSL4_HUMAN	O60488	ACSL4_HUMAN	ACSL4	711	16.50	Homo sapiens OX=9606	Long-chain-fatty-acid--CoA ligase 4 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	9	9	15	13	13	     0	     0	     0			
152	a	sp|O60493|SNX3_HUMAN	O60493	SNX3_HUMAN	SNX3	162	24.70	Homo sapiens OX=9606	Sorting nexin-3 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	5	7	7	7	     0	     0	     0	N-term(42.0106)		
153	a	sp|O60504|VINEX_HUMAN	O60504	VINEX_HUMAN	SORBS3	671	5.20	Homo sapiens OX=9606	Vinexin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	2C(57.0215)		
154	a	sp|O60506|HNRPQ_HUMAN	O60506	HNRPQ_HUMAN	SYNCRIP	623	32.40	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein Q 	1:Experimental evidence at protein level	1.0000	0.9990	18	22	15	15	42	24	24	     0	     0	     0	2M(15.9949), 3M(15.9949)		
155	a	sp|O60508|PRP17_HUMAN	O60508	PRP17_HUMAN	CDC40	579	3.50	Homo sapiens OX=9606	Pre-mRNA-processing factor 17 	1:Experimental evidence at protein level	1.0000	0.9985	2	2	2	2	2	2	2	     0	     0	     0			
156	a	sp|O60524|NEMF_HUMAN	O60524	NEMF_HUMAN	NEMF	1076	5.90	Homo sapiens OX=9606	Nuclear export mediator factor NEMF 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	7	7	7	     0	     0	     0			
157	a	sp|O60547|GMDS_HUMAN	O60547	GMDS_HUMAN	GMDS	372	14.50	Homo sapiens OX=9606	GDP-mannose 4,6 dehydratase 	1:Experimental evidence at protein level	1.0000	0.9984	6	4	4	4	4	4	4	     0	     0	     0	2C(57.0215)		
158	a	sp|O60563|CCNT1_HUMAN	O60563	CCNT1_HUMAN	CCNT1	726	12.80	Homo sapiens OX=9606	Cyclin-T1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	15	15	15	     0	     0	     0			
159	a	sp|O60573|IF4E2_HUMAN	O60573	IF4E2_HUMAN	EIF4E2	245	17.60	Homo sapiens OX=9606	Eukaryotic translation initiation factor 4E type 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	5	5	5	     0	     0	     0			
160	a	sp|O60664|PLIN3_HUMAN	O60664	PLIN3_HUMAN	PLIN3	434	31.30	Homo sapiens OX=9606	Perilipin-3 	1:Experimental evidence at protein level	1.0000	0.9990	11	15	15	15	34	34	34	     0	     0	     0	11M(15.9949), 7M(15.9949)		
161	a	sp|O60678|ANM3_HUMAN	O60678	ANM3_HUMAN	PRMT3	531	13.60	Homo sapiens OX=9606	Protein arginine N-methyltransferase 3 	1:Experimental evidence at protein level	1.0000	0.9987	6	6	6	6	8	8	8	     0	     0	     0	12C(57.0215), 1C(57.0215), N-term(42.0106)		
162	a	sp|O60701|UGDH_HUMAN	O60701	UGDH_HUMAN	UGDH	494	21.70	Homo sapiens OX=9606	UDP-glucose 6-dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	14	14	14	     0	     0	     0	9C(57.0215)		
163	a	sp|O60716|CTND1_HUMAN	O60716	CTND1_HUMAN	CTNND1	968	9.60	Homo sapiens OX=9606	Catenin delta-1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	14	14	14	     0	     0	     0	19C(57.0215), 7C(57.0215)		
164	a	sp|O60749|SNX2_HUMAN	O60749	SNX2_HUMAN	SNX2	519	20.00	Homo sapiens OX=9606	Sorting nexin-2 	1:Experimental evidence at protein level	1.0000	0.9990	9	11	9	9	19	15	15	     0	     0	     0	4M(15.9949)		
165	a	sp|O60763|USO1_HUMAN	O60763	USO1_HUMAN	USO1	962	18.10	Homo sapiens OX=9606	General vesicular transport factor p115 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	13	20	20	20	     0	     0	     0	15C(57.0215)		
166	a	sp|O60783|RT14_HUMAN	O60783	RT14_HUMAN	MRPS14	128	18.80	Homo sapiens OX=9606	28S ribosomal protein S14, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	2	2	2	2	     0	     0	     0			
167	a	sp|O60832|DKC1_HUMAN	O60832	DKC1_HUMAN	DKC1	514	29.40	Homo sapiens OX=9606	H/ACA ribonucleoprotein complex subunit DKC1 	1:Experimental evidence at protein level	1.0000	0.9990	14	13	13	13	21	21	21	     0	     0	     0	8C(57.0215), 9C(57.0215), N-term(42.0106)		
168	a	sp|O60869|EDF1_HUMAN	O60869	EDF1_HUMAN	EDF1	148	43.90	Homo sapiens OX=9606	Endothelial differentiation-related factor 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	7	7	7	16	16	16	     0	     0	     0	N-term(42.0106)		
170	a	sp|O60884|DNJA2_HUMAN	O60884	DNJA2_HUMAN	DNAJA2	412	20.10	Homo sapiens OX=9606	DnaJ homolog subfamily A member 2 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	13	13	13	     0	     0	     0	4C(57.0215), 6C(57.0215), 7C(57.0215)		
171	a	sp|O60885|BRD4_HUMAN	O60885	BRD4_HUMAN	BRD4	1362	4.70	Homo sapiens OX=9606	Bromodomain-containing protein 4 	1:Experimental evidence at protein level	1.0000	0.9985	6	5	4	4	6	5	5	     0	     0	     0			
172	a	sp|O60925|PFD1_HUMAN	O60925	PFD1_HUMAN	PFDN1	122	23.00	Homo sapiens OX=9606	Prefoldin subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0			
173	a	sp|O60934|NBN_HUMAN	O60934	NBN_HUMAN	NBN	754	12.50	Homo sapiens OX=9606	Nibrin 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	10	10	10	     0	     0	     0			
174	a	sp|O60942|MCE1_HUMAN	O60942	MCE1_HUMAN	RNGTT	597	8.40	Homo sapiens OX=9606	mRNA-capping enzyme 	1:Experimental evidence at protein level	1.0000	0.9986	4	4	4	4	7	7	7	     0	     0	     0	5C(57.0215), 9C(57.0215)		
175	a	sp|O75027|ABCB7_HUMAN	O75027	ABCB7_HUMAN	ABCB7	752	10.20	Homo sapiens OX=9606	ATP-binding cassette sub-family B member 7, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	8	6	6	6	8	8	8	     0	     0	     0			
176	a	sp|O75083|WDR1_HUMAN	O75083	WDR1_HUMAN	WDR1	606	21.90	Homo sapiens OX=9606	WD repeat-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	12	13	13	13	18	18	18	     0	     0	     0	12C(57.0215), 1M(15.9949), 2C(57.0215), 4C(57.0215), 9C(57.0215)		
177	a	sp|O75116|ROCK2_HUMAN	O75116	ROCK2_HUMAN	ROCK2	1388	13.50	Homo sapiens OX=9606	Rho-associated protein kinase 2 	1:Experimental evidence at protein level	1.0000	0.9990	18	18	17	18	23	22	23	     0	     0	     0	11C(57.0215), 7C(57.0215), 8C(57.0215)		
178	a	sp|O75146|HIP1R_HUMAN	O75146	HIP1R_HUMAN	HIP1R	1068	4.50	Homo sapiens OX=9606	Huntingtin-interacting protein 1-related protein 	1:Experimental evidence at protein level	1.0000	0.9886	4	3	3	3	4	4	4	     0	     0	     0			
179	a	sp|O75150|BRE1B_HUMAN	O75150	BRE1B_HUMAN	RNF40	1001	3.50	Homo sapiens OX=9606	E3 ubiquitin-protein ligase BRE1B 	1:Experimental evidence at protein level	1.0000	0.9987	3	3	2	3	5	3	5	     0	     0	     0			
180	a	sp|O75153|CLU_HUMAN	O75153	CLU_HUMAN	CLUH	1309	11.20	Homo sapiens OX=9606	Clustered mitochondria protein homolog 	1:Experimental evidence at protein level	1.0000	0.9990	13	14	14	14	24	24	24	     0	     0	     0	1C(57.0215), 5C(57.0215)		
181	a	sp|O75165|DJC13_HUMAN	O75165	DJC13_HUMAN	DNAJC13	2243	2.00	Homo sapiens OX=9606	DnaJ homolog subfamily C member 13 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
182	a	sp|O75179|ANR17_HUMAN	O75179	ANR17_HUMAN	ANKRD17	2603	3.30	Homo sapiens OX=9606	Ankyrin repeat domain-containing protein 17 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	4	6	7	5	7	     0	     0	     0	16C(57.0215), 6C(57.0215)		
183	a	sp|O75208|COQ9_HUMAN	O75208	COQ9_HUMAN	COQ9	318	13.20	Homo sapiens OX=9606	Ubiquinone biosynthesis protein COQ9, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	3	     0	     0	     0			
184	a	sp|O75223|GGCT_HUMAN	O75223	GGCT_HUMAN	GGCT	188	35.10	Homo sapiens OX=9606	Gamma-glutamylcyclotransferase 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	12	12	12	     0	     0	     0	3C(57.0215)		
185	a	sp|O75251|NDUS7_HUMAN	O75251	NDUS7_HUMAN	NDUFS7	213	18.30	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0			
186	a	sp|O75306|NDUS2_HUMAN	O75306	NDUS2_HUMAN	NDUFS2	463	7.30	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	3	3	6	6	6	     0	     0	     0	5C(57.0215)		
187	a	sp|O75312|ZPR1_HUMAN	O75312	ZPR1_HUMAN	ZPR1	459	8.10	Homo sapiens OX=9606	Zinc finger protein ZPR1 	1:Experimental evidence at protein level	1.0000	0.9988	3	3	3	3	4	4	4	     0	     0	     0			
188	a	sp|O75323|NIPS2_HUMAN	O75323	NIPS2_HUMAN	NIPSNAP2	286	16.80	Homo sapiens OX=9606	Protein NipSnap homolog 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	4	5	6	5	6	     0	     0	     0	2C(57.0215)		
189	a	sp|O75340|PDCD6_HUMAN	O75340	PDCD6_HUMAN	PDCD6	191	22.00	Homo sapiens OX=9606	Programmed cell death protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	6	8	8	8	     0	     0	     0			
190	a	sp|O75347|TBCA_HUMAN	O75347	TBCA_HUMAN	TBCA	108	42.60	Homo sapiens OX=9606	Tubulin-specific chaperone A 	1:Experimental evidence at protein level	1.0000	0.9980	5	6	6	6	12	12	12	     0	     0	     0	1M(15.9949), 6C(57.0215)		
191	a	sp|O75368|SH3L1_HUMAN	O75368	SH3L1_HUMAN	SH3BGRL	114	30.70	Homo sapiens OX=9606	SH3 domain-binding glutamic acid-rich-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0			
192	a	sp|O75380|NDUS6_HUMAN	O75380	NDUS6_HUMAN	NDUFS6	124	21.00	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	4	4	4	7	7	7	     0	     0	     0	4C(57.0215)		
