Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
93	a	sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	533	24.40	Homo sapiens OX=9606	D-3-phosphoglycerate dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	9	9	17	17	17	     0	     0	     0	10C(57.0215), 11C(57.0215), 1C(57.0215), 20C(57.0215), 25C(57.0215), 5C(57.0215)		
94	a	sp|O43237|DC1L2_HUMAN	O43237	DC1L2_HUMAN	DYNC1LI2	492	13.00	Homo sapiens OX=9606	Cytoplasmic dynein 1 light intermediate chain 2 	1:Experimental evidence at protein level	1.0000	0.9985	4	5	2	2	5	2	2	     0	     0	     0			
95	a	sp|O43242|PSMD3_HUMAN	O43242	PSMD3_HUMAN	PSMD3	534	32.60	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	16	16	16	     0	     0	     0	4C(57.0215)		
96	a	sp|O43252|PAPS1_HUMAN	O43252	PAPS1_HUMAN	PAPSS1	624	13.30	Homo sapiens OX=9606	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	4	4	4	4	4	     0	     0	     0			
97	a	sp|O43264|ZW10_HUMAN	O43264	ZW10_HUMAN	ZW10	779	20.00	Homo sapiens OX=9606	Centromere/kinetochore protein zw10 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	11	11	11	     0	     0	     0	6C(57.0215), N-term(42.0106)		
98	a	sp|O43290|SNUT1_HUMAN	O43290	SNUT1_HUMAN	SART1	800	21.20	Homo sapiens OX=9606	U4/U6.U5 tri-snRNP-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	10	11	11	11	     0	     0	     0			
99	a	sp|O43324|MCA3_HUMAN	O43324	MCA3_HUMAN	EEF1E1	174	31.60	Homo sapiens OX=9606	Eukaryotic translation elongation factor 1 epsilon-1 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	5	7	7	7	     0	     0	     0	3C(57.0215)		
100	a	sp|O43390|HNRPR_HUMAN	O43390	HNRPR_HUMAN	HNRNPR	633	33.20	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein R 	1:Experimental evidence at protein level	1.0000	0.9990	14	15	12	12	25	21	21	     0	     0	     0	2C(57.0215)		
101	a	sp|O43395|PRPF3_HUMAN	O43395	PRPF3_HUMAN	PRPF3	683	12.20	Homo sapiens OX=9606	U4/U6 small nuclear ribonucleoprotein Prp3 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0	16C(57.0215)		
102	a	sp|O43396|TXNL1_HUMAN	O43396	TXNL1_HUMAN	TXNL1	289	43.60	Homo sapiens OX=9606	Thioredoxin-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	8	8	11	11	11	     0	     0	     0	17C(57.0215), 3C(57.0215), 5C(57.0215)		
103	a	sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	206	50.00	Homo sapiens OX=9606	Tumor protein D54 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	8	8	10	10	10	     0	     0	     0	N-term(42.0106)		
104	a	sp|O43447|PPIH_HUMAN	O43447	PPIH_HUMAN	PPIH	177	49.20	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase H 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	5	8	8	8	     0	     0	     0	19C(57.0215), 25C(57.0215), N-term(42.0106)		
105	a	sp|O43482|MS18B_HUMAN	O43482	MS18B_HUMAN	OIP5	229	14.80	Homo sapiens OX=9606	Protein Mis18-beta 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	2	2	2	2	     0	     0	     0			
106	a	sp|O43504|LTOR5_HUMAN	O43504	LTOR5_HUMAN	LAMTOR5	91	96.70	Homo sapiens OX=9606	Ragulator complex protein LAMTOR5 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0	12C(57.0215), 19C(57.0215), 9C(57.0215), N-term(42.0106)		
107	a	sp|O43583|DENR_HUMAN	O43583	DENR_HUMAN	DENR	198	28.80	Homo sapiens OX=9606	Density-regulated protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	6	6	6	     0	     0	     0	14C(57.0215), 4C(57.0215), 7C(57.0215)		
108	a	sp|O43592|XPOT_HUMAN	O43592	XPOT_HUMAN	XPOT	962	14.60	Homo sapiens OX=9606	Exportin-T 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	10	10	10	     0	     0	     0	17C(57.0215), 3C(57.0215), 6C(57.0215), N-term(42.0106)		
109	a	sp|O43615|TIM44_HUMAN	O43615	TIM44_HUMAN	TIMM44	452	15.70	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit TIM44 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0	3C(57.0215)		
110	a	sp|O43660|PLRG1_HUMAN	O43660	PLRG1_HUMAN	PLRG1	514	38.30	Homo sapiens OX=9606	Pleiotropic regulator 1 	1:Experimental evidence at protein level	1.0000	0.9990	11	12	12	12	15	15	15	     0	     0	     0	1C(57.0215)		
111	a	sp|O43670|ZN207_HUMAN	O43670	ZN207_HUMAN	ZNF207	478	6.10	Homo sapiens OX=9606	BUB3-interacting and GLEBS motif-containing protein ZNF207 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	3	3	3	3	     0	     0	     0	11C(57.0215)		
112	a	sp|O43681|ASNA_HUMAN	O43681	ASNA_HUMAN	ASNA1	348	27.30	Homo sapiens OX=9606	ATPase ASNA1 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	6	6	6	6	     0	     0	     0	20C(57.0215)		
113	a	sp|O43684|BUB3_HUMAN	O43684	BUB3_HUMAN	BUB3	328	34.80	Homo sapiens OX=9606	Mitotic checkpoint protein BUB3 	1:Experimental evidence at protein level	1.0000	0.9990	6	9	9	9	10	10	10	     0	     0	     0	10C(57.0215), 1C(57.0215), 3C(57.0215), 5C(57.0215)		
114	a	sp|O43709|BUD23_HUMAN	O43709	BUD23_HUMAN	BUD23	281	17.40	Homo sapiens OX=9606	Probable 18S rRNA (guanine-N(7))-methyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
115	a	sp|O43719|HTSF1_HUMAN	O43719	HTSF1_HUMAN	HTATSF1	755	13.10	Homo sapiens OX=9606	HIV Tat-specific factor 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	6	     0	     0	     0	8C(57.0215)		
116	a	sp|O43747|AP1G1_HUMAN	O43747	AP1G1_HUMAN	AP1G1	822	12.70	Homo sapiens OX=9606	AP-1 complex subunit gamma-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	4	4	4	4	4	     0	     0	     0	9C(57.0215)		
117	a	sp|O43765|SGTA_HUMAN	O43765	SGTA_HUMAN	SGTA	313	15.30	Homo sapiens OX=9606	Small glutamine-rich tetratricopeptide repeat-containing protein alpha 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0	11C(57.0215)		
118	a	sp|O43768|ENSA_HUMAN	O43768	ENSA_HUMAN	ENSA	121	25.60	Homo sapiens OX=9606	Alpha-endosulfine 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	5	5	5	     0	     0	     0			
119	a	sp|O43776|SYNC_HUMAN	O43776	SYNC_HUMAN	NARS1	548	29.20	Homo sapiens OX=9606	Asparagine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	11	12	12	12	16	16	16	     0	     0	     0	13C(57.0215), 4C(57.0215)		
120	a	sp|O43809|CPSF5_HUMAN	O43809	CPSF5_HUMAN	NUDT21	227	22.90	Homo sapiens OX=9606	Cleavage and polyadenylation specificity factor subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	7	7	7	     0	     0	     0			
121	a	sp|O43815|STRN_HUMAN	O43815	STRN_HUMAN	STRN	780	11.90	Homo sapiens OX=9606	Striatin 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0	16C(57.0215), 4C(57.0215), N-term(42.0106)		
122	a	sp|O43818|U3IP2_HUMAN	O43818	U3IP2_HUMAN	RRP9	475	7.40	Homo sapiens OX=9606	U3 small nucleolar RNA-interacting protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	3	3	3	     0	     0	     0	6C(57.0215)		
123	a	sp|O43823|AKAP8_HUMAN	O43823	AKAP8_HUMAN	AKAP8	692	9.20	Homo sapiens OX=9606	A-kinase anchor protein 8 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0			
124	a	sp|O43837|IDH3B_HUMAN	O43837	IDH3B_HUMAN	IDH3B	385	35.60	Homo sapiens OX=9606	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	8	10	10	10	11	11	11	     0	     0	     0	10C(57.0215), 9C(57.0215)		
125	a	sp|O43847|NRDC_HUMAN	O43847	NRDC_HUMAN	NRDC	1151	12.30	Homo sapiens OX=9606	Nardilysin 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	11	11	12	12	12	     0	     0	     0	11C(57.0215), 2C(57.0215), 3C(57.0215), 4C(57.0215), 5C(57.0215)		
126	a	sp|O43852|CALU_HUMAN	O43852	CALU_HUMAN	CALU	315	38.40	Homo sapiens OX=9606	Calumenin 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	9	9	14	14	14	     0	     0	     0			
127	a	sp|O43929|ORC4_HUMAN	O43929	ORC4_HUMAN	ORC4	436	8.90	Homo sapiens OX=9606	Origin recognition complex subunit 4 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
128	a	sp|O60216|RAD21_HUMAN	O60216	RAD21_HUMAN	RAD21	631	13.80	Homo sapiens OX=9606	Double-strand-break repair protein rad21 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	6	6	6	     0	     0	     0	6C(57.0215)		
129	a	sp|O60271|JIP4_HUMAN	O60271	JIP4_HUMAN	SPAG9	1321	16.50	Homo sapiens OX=9606	C-Jun-amino-terminal kinase-interacting protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	14	14	14	     0	     0	     0	12C(57.0215)		
130	a	sp|O60287|NPA1P_HUMAN	O60287	NPA1P_HUMAN	URB1	2271	4.70	Homo sapiens OX=9606	Nucleolar pre-ribosomal-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	7	7	7	     0	     0	     0	16C(57.0215), 5C(57.0215), 6C(57.0215)		
131	a	sp|O60306|AQR_HUMAN	O60306	AQR_HUMAN	AQR	1485	6.60	Homo sapiens OX=9606	RNA helicase aquarius 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	7	7	10	10	10	     0	     0	     0	19C(57.0215)		
132	a	sp|O60313|OPA1_HUMAN	O60313	OPA1_HUMAN	OPA1	960	4.30	Homo sapiens OX=9606	Dynamin-like 120 kDa protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
133	a	sp|O60341|KDM1A_HUMAN	O60341	KDM1A_HUMAN	KDM1A	852	22.50	Homo sapiens OX=9606	Lysine-specific histone demethylase 1A 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	15	15	15	     0	     0	     0	1C(57.0215), 8C(57.0215)		
134	a	sp|O60488|ACSL4_HUMAN	O60488	ACSL4_HUMAN	ACSL4	711	6.60	Homo sapiens OX=9606	Long-chain-fatty-acid--CoA ligase 4 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	2	3	3	2	3	     0	     0	     0	7C(57.0215)		
135	a	sp|O60493|SNX3_HUMAN	O60493	SNX3_HUMAN	SNX3	162	43.80	Homo sapiens OX=9606	Sorting nexin-3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0	1C(57.0215)		
136	a	sp|O60502|OGA_HUMAN	O60502	OGA_HUMAN	OGA	916	5.10	Homo sapiens OX=9606	Protein O-GlcNAcase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0			
137	a	sp|O60506|HNRPQ_HUMAN	O60506	HNRPQ_HUMAN	SYNCRIP	623	45.90	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein Q 	1:Experimental evidence at protein level	1.0000	0.9990	19	20	17	20	35	31	35	     0	     0	     0	3C(57.0215), 5C(57.0215), N-term(42.0106)		
138	a	sp|O60566|BUB1B_HUMAN	O60566	BUB1B_HUMAN	BUB1B	1050	7.20	Homo sapiens OX=9606	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0	15C(57.0215), 17C(57.0215)		
139	a	sp|O60610|DIAP1_HUMAN	O60610	DIAP1_HUMAN	DIAPH1	1272	23.70	Homo sapiens OX=9606	Protein diaphanous homolog 1 	1:Experimental evidence at protein level	1.0000	0.9990	21	25	25	25	30	30	30	     0	     0	     0	10C(57.0215), 13C(57.0215), 21C(57.0215), 3C(57.0215), 5C(57.0215), 6C(57.0215), 7C(57.0215)		
140	a	sp|O60664|PLIN3_HUMAN	O60664	PLIN3_HUMAN	PLIN3	434	41.00	Homo sapiens OX=9606	Perilipin-3 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	12	12	12	     0	     0	     0	10C(57.0215), 11C(57.0215), N-term(42.0106)		
141	a	sp|O60678|ANM3_HUMAN	O60678	ANM3_HUMAN	PRMT3	531	13.60	Homo sapiens OX=9606	Protein arginine N-methyltransferase 3 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	7	7	7	     0	     0	     0	12C(57.0215), 9C(57.0215)		
142	a	sp|O60716|CTND1_HUMAN	O60716	CTND1_HUMAN	CTNND1	968	16.80	Homo sapiens OX=9606	Catenin delta-1 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	10	10	10	     0	     0	     0	16C(57.0215), 19C(57.0215)		
143	a	sp|O60739|EIF1B_HUMAN	O60739	EIF1B_HUMAN	EIF1B	113	75.20	Homo sapiens OX=9606	Eukaryotic translation initiation factor 1b 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	2	5	6	3	6	     0	     0	     0	3C(57.0215), N-term(42.0106)		
144	a	sp|O60763|USO1_HUMAN	O60763	USO1_HUMAN	USO1	962	22.30	Homo sapiens OX=9606	General vesicular transport factor p115 	1:Experimental evidence at protein level	1.0000	0.9990	14	17	17	17	20	20	20	     0	     0	     0	15C(57.0215), 1C(57.0215)		
145	a	sp|O60832|DKC1_HUMAN	O60832	DKC1_HUMAN	DKC1	514	37.90	Homo sapiens OX=9606	H/ACA ribonucleoprotein complex subunit DKC1 	1:Experimental evidence at protein level	1.0000	0.9990	13	16	16	16	16	16	16	     0	     0	     0	8C(57.0215), 9C(57.0215)		
146	a	sp|O60841|IF2P_HUMAN	O60841	IF2P_HUMAN	EIF5B	1220	23.70	Homo sapiens OX=9606	Eukaryotic translation initiation factor 5B 	1:Experimental evidence at protein level	1.0000	0.9990	20	21	21	21	26	26	26	     0	     0	     0	5C(57.0215), 7C(57.0215)		
147	a	sp|O60869|EDF1_HUMAN	O60869	EDF1_HUMAN	EDF1	148	24.30	Homo sapiens OX=9606	Endothelial differentiation-related factor 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	5	5	5	     0	     0	     0			
148	a	sp|O60884|DNJA2_HUMAN	O60884	DNJA2_HUMAN	DNAJA2	412	27.90	Homo sapiens OX=9606	DnaJ homolog subfamily A member 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	8	8	10	10	10	     0	     0	     0	14C(57.0215), 17C(57.0215), 4C(57.0215), 7C(57.0215), 8C(57.0215)		
149	a	sp|O60888|CUTA_HUMAN	O60888	CUTA_HUMAN	CUTA	179	33.00	Homo sapiens OX=9606	Protein CutA 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	4C(57.0215)		
150	a	sp|O60934|NBN_HUMAN	O60934	NBN_HUMAN	NBN	754	4.10	Homo sapiens OX=9606	Nibrin 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	2	3	3	3	     0	     0	     0	3C(57.0215)		
151	a	sp|O75083|WDR1_HUMAN	O75083	WDR1_HUMAN	WDR1	606	43.10	Homo sapiens OX=9606	WD repeat-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	12	17	17	17	21	21	21	     0	     0	     0	12C(57.0215), 14C(57.0215), 18C(57.0215), 1C(57.0215), 4C(57.0215), 9C(57.0215)		
152	a	sp|O75116|ROCK2_HUMAN	O75116	ROCK2_HUMAN	ROCK2	1388	1.90	Homo sapiens OX=9606	Rho-associated protein kinase 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
153	a	sp|O75122|CLAP2_HUMAN	O75122	CLAP2_HUMAN	CLASP2	1294	10.50	Homo sapiens OX=9606	CLIP-associating protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	6	8	10	6	10	     0	     0	     0	12C(57.0215), 18C(57.0215), 3C(57.0215)		
154	a	sp|O75150|BRE1B_HUMAN	O75150	BRE1B_HUMAN	RNF40	1001	7.20	Homo sapiens OX=9606	E3 ubiquitin-protein ligase BRE1B 	1:Experimental evidence at protein level	1.0000	0.9990	6	8	6	8	8	6	8	     0	     0	     0	1C(57.0215), 6C(57.0215), 9C(57.0215)		
155	a	sp|O75152|ZC11A_HUMAN	O75152	ZC11A_HUMAN	ZC3H11A	810	3.70	Homo sapiens OX=9606	Zinc finger CCCH domain-containing protein 11A 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
156	a	sp|O75153|CLU_HUMAN	O75153	CLU_HUMAN	CLUH	1309	15.40	Homo sapiens OX=9606	Clustered mitochondria protein homolog 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	13	13	13	     0	     0	     0	14C(57.0215), 19C(57.0215), 21C(57.0215), 2C(57.0215), 5C(57.0215), 9C(57.0215)		
157	a	sp|O75179|ANR17_HUMAN	O75179	ANR17_HUMAN	ANKRD17	2603	6.90	Homo sapiens OX=9606	Ankyrin repeat domain-containing protein 17 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	5	9	10	6	10	     0	     0	     0	14C(57.0215), 7C(57.0215), 9C(57.0215)		
158	a	sp|O75223|GGCT_HUMAN	O75223	GGCT_HUMAN	GGCT	188	21.30	Homo sapiens OX=9606	Gamma-glutamylcyclotransferase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
159	a	sp|O75312|ZPR1_HUMAN	O75312	ZPR1_HUMAN	ZPR1	459	15.30	Homo sapiens OX=9606	Zinc finger protein ZPR1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0	12C(57.0215), 9C(57.0215)		
160	a	sp|O75340|PDCD6_HUMAN	O75340	PDCD6_HUMAN	PDCD6	191	26.70	Homo sapiens OX=9606	Programmed cell death protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	4	4	4	4	     0	     0	     0			
161	a	sp|O75347|TBCA_HUMAN	O75347	TBCA_HUMAN	TBCA	108	21.30	Homo sapiens OX=9606	Tubulin-specific chaperone A 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
162	a	sp|O75369|FLNB_HUMAN	O75369	FLNB_HUMAN	FLNB	2602	25.00	Homo sapiens OX=9606	Filamin-B 	1:Experimental evidence at protein level	1.0000	0.9990	35	35	32	32	44	39	39	     0	     0	     0	11C(57.0215), 13C(57.0215), 14C(57.0215), 16C(57.0215), 3C(57.0215), 4C(57.0215), 9C(57.0215)		
163	a	sp|O75380|NDUS6_HUMAN	O75380	NDUS6_HUMAN	NDUFS6	124	39.50	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	5	5	5	     0	     0	     0	4C(57.0215), 7C(57.0215)		
164	a	sp|O75381|PEX14_HUMAN	O75381	PEX14_HUMAN	PEX14	377	14.30	Homo sapiens OX=9606	Peroxisomal membrane protein PEX14 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	N-term(42.0106)		
165	a	sp|O75390|CISY_HUMAN	O75390	CISY_HUMAN	CS	466	25.50	Homo sapiens OX=9606	Citrate synthase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	8	8	8	     0	     0	     0			
166	a	sp|O75419|CDC45_HUMAN	O75419	CDC45_HUMAN	CDC45	566	6.20	Homo sapiens OX=9606	Cell division control protein 45 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	4	4	4	     0	     0	     0	13C(57.0215), 15C(57.0215)		
167	a	sp|O75431|MTX2_HUMAN	O75431	MTX2_HUMAN	MTX2	263	27.80	Homo sapiens OX=9606	Metaxin-2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0	N-term(42.0106)		
168	a	sp|O75436|VP26A_HUMAN	O75436	VP26A_HUMAN	VPS26A	327	31.50	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 26A 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	11	11	11	     0	     0	     0			
169	a	sp|O75439|MPPB_HUMAN	O75439	MPPB_HUMAN	PMPCB	489	19.20	Homo sapiens OX=9606	Mitochondrial-processing peptidase subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	7	7	8	8	8	     0	     0	     0	11C(57.0215), 14C(57.0215), 8C(57.0215)		
170	a	sp|O75459|PAGE1_HUMAN	O75459	PAGE1_HUMAN	PAGE1	146	37.70	Homo sapiens OX=9606	P antigen family member 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	4	4	4	4	     0	     0	     0	3C(57.0215)		
171	a	sp|O75489|NDUS3_HUMAN	O75489	NDUS3_HUMAN	NDUFS3	264	22.30	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0			
172	a	sp|O75494|SRS10_HUMAN	O75494	SRS10_HUMAN	SRSF10	262	14.90	Homo sapiens OX=9606	Serine/arginine-rich splicing factor 10 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0			
173	a	sp|O75496|GEMI_HUMAN	O75496	GEMI_HUMAN	GMNN	209	11.50	Homo sapiens OX=9606	Geminin 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
174	a	sp|O75506|HSBP1_HUMAN	O75506	HSBP1_HUMAN	HSBP1	76	50.00	Homo sapiens OX=9606	Heat shock factor-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	3	5	5	5	     0	     0	     0			
175	a	sp|O75521|ECI2_HUMAN	O75521	ECI2_HUMAN	ECI2	394	20.60	Homo sapiens OX=9606	Enoyl-CoA delta isomerase 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	6	6	6	     0	     0	     0	6C(57.0215), 7C(57.0215)		
176	a	sp|O75530|EED_HUMAN	O75530	EED_HUMAN	EED	441	8.40	Homo sapiens OX=9606	Polycomb protein EED 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	4	5	5	5	     0	     0	     0	4C(57.0215), 6C(57.0215)		
177	a	sp|O75531|BAF_HUMAN	O75531	BAF_HUMAN	BANF1	89	40.40	Homo sapiens OX=9606	Barrier-to-autointegration factor 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
178	a	sp|O75533|SF3B1_HUMAN	O75533	SF3B1_HUMAN	SF3B1	1304	38.50	Homo sapiens OX=9606	Splicing factor 3B subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	28	32	32	32	38	38	38	     0	     0	     0	11C(57.0215), 2C(57.0215), 3C(57.0215), 9C(57.0215)		
179	a	sp|O75534|CSDE1_HUMAN	O75534	CSDE1_HUMAN	CSDE1	798	29.20	Homo sapiens OX=9606	Cold shock domain-containing protein E1 	1:Experimental evidence at protein level	1.0000	0.9990	15	16	16	16	19	19	19	     0	     0	     0	10C(57.0215), 12C(57.0215), 14C(57.0215), N-term(42.0106)		
180	a	sp|O75569|PRKRA_HUMAN	O75569	PRKRA_HUMAN	PRKRA	313	19.50	Homo sapiens OX=9606	Interferon-inducible double-stranded RNA-dependent protein kinase activator A 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	5	5	5	5	     0	     0	     0	8C(57.0215)		
181	a	sp|O75600|KBL_HUMAN	O75600	KBL_HUMAN	GCAT	419	14.10	Homo sapiens OX=9606	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0	3C(57.0215)		
182	a	sp|O75607|NPM3_HUMAN	O75607	NPM3_HUMAN	NPM3	178	53.90	Homo sapiens OX=9606	Nucleoplasmin-3 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	6	10	10	10	     0	     0	     0	14C(57.0215), 17C(57.0215), 3C(57.0215), N-term(42.0106)		
183	a	sp|O75608|LYPA1_HUMAN	O75608	LYPA1_HUMAN	LYPLA1	230	46.50	Homo sapiens OX=9606	Acyl-protein thioesterase 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	6	7	7	7	     0	     0	     0	10C(57.0215), 11C(57.0215), 7C(57.0215), 9C(57.0215)		
184	a	sp|O75629|CREG1_HUMAN	O75629	CREG1_HUMAN	CREG1	220	19.10	Homo sapiens OX=9606	Protein CREG1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	10C(57.0215)		
185	a	sp|O75643|U520_HUMAN	O75643	U520_HUMAN	SNRNP200	2136	32.50	Homo sapiens OX=9606	U5 small nuclear ribonucleoprotein 200 kDa helicase 	1:Experimental evidence at protein level	1.0000	0.9990	43	50	50	50	66	66	66	     0	     0	     0	12C(57.0215), 15C(57.0215), 18C(57.0215), 1C(57.0215), 4C(57.0215), 6C(57.0215)		
186	a	sp|O75663|TIPRL_HUMAN	O75663	TIPRL_HUMAN	TIPRL	272	36.40	Homo sapiens OX=9606	TIP41-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	7	7	7	     0	     0	     0			
187	a	sp|O75688|PPM1B_HUMAN	O75688	PPM1B_HUMAN	PPM1B	479	6.10	Homo sapiens OX=9606	Protein phosphatase 1B 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	7C(57.0215)		
